Dep,Domain,PreSeg,FollVowel,Stress,Speaker,Sex,SEC,Edu,Age,Grapheme,Token ,Natlog,Log2,Context
Str,Initial,Mid,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039,adelantándome yo / 
Non,Interior,Mid,High,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,Medellín,0,1,la gente de Medellín me parece
Non,Initial,Low,Mid,Pretonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,llevar,7.101675972,10.24555271,provoca llevar a la persona
Str,Interior,Low,Mid,Postonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,calle,7.678326357,11.07748336,nos pregunta en la calle
Str,Initial,Mid,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,llegue,5.877735782,8.479780264,una vez uno llegue a cualquier
Non,Interior,Low,Low,Postonic,G4BMM2,Female,Middle,Bachelor,56-90,y,haya,7.832410927,11.2997804,a que haya llegado mas turistas
Non,Initial,Low,Mid,Pretonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,llegado,6.849066283,9.881113961,haya llegado más turistas
Str,Interior,Low,Mid,Postonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,calle,7.678326357,11.07748336,habitantes de la calle / 
Non,Interior,Mid,Mid,Postonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,ellos,8.870522545,12.79745889,pero ellos prefieren seguir en la calle / 
Str,Interior,Low,Mid,Postonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,calle,7.678326357,11.07748336,seguir en la calle / 
Non,Interior,Low,Mid,Postonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,calle,7.678326357,11.07748336,habitando la calle que
Str,Initial,Pause,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039, / yo pienso que de pronto
Non,Interior,Mid,High,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,Medellín,0,1,para Medellín sino cualquier
Non,Interior,Low,Mid,Postonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,calle,7.678326357,11.07748336,salga a la calle
Str,Interior,Low,High,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,ayuda,6.719013154,9.693486957,pues o su ayuda / 
Non,Interior,Mid,Mid,Postonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,ellos,8.870522545,12.79745889,donde ellos tengan al menos
Non,Initial,Mid,Low,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,ya,10.11419408,14.59169765,que ya creo que
Str,Interior,Low,Low,Postonic,G4BMM2,Female,Middle,Bachelor,56-90,y,haya,7.832410927,11.2997804,que haya educación gratuita
Str,Initial,Consonant,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039,también yo pienso que
Str,Interior,Mid,High,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,Medellín,0,1,ha hecho de Medellín como 
Non,Interior,Low,Mid,Postonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,calle,7.678326357,11.07748336,en las calles mendigando /
Non,Initial,Consonant,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039,pues yo me casé
Non,Initial,Mid,Low,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,ya,10.11419408,14.59169765,pero ya me separé
Non,Interior,Low,Low,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,allá,8.323122888,12.00772811,por vacaciones allá lo conocí
Str,Interior,Low,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,mayor,8.11342664,11.70520038,la mayor está casada
Non,Interior,Mid,Mid,Postonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,cabello,3.295836866,4.754887502,su cabello lo lleva corto
Str,Initial,Mid,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,lleva,7.19142933,10.37503943,lo lleva corto
Str,Interior,Low,High,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,rayitos,0,1,tiene rayitos / 
Non,Interior,Mid,Low,Postonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,ella,8.686260633,12.53162514,podría decir de ella
Str,Initial,High,Low,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,ya,10.11419408,14.59169765,y ya también unas
Non,Initial,Pause,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039, / yo me siento 
Str,Interior,Mid,Mid,Pretonic,G4BMM2,Female,Middle,Bachelor,56-90,y,proyectada,2.944438979,4.247927513,el ver proyectada mi
Str,Initial,Mid,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039,el verme yo proyectada en ellas
Str,Interior,Mid,Mid,Pretonic,G4BMM2,Female,Middle,Bachelor,56-90,y,proyectada,2.944438979,4.247927513,yo proyectada en ellas
Non,Interior,Mid,Low,Postonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,ellas,7.301822342,10.53430288,en ellas y ahora
Non,Initial,Mid,Low,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,ya,10.11419408,14.59169765,ahora que ya tengo mis cincuenta
Str,Initial,Mid,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039,estamos o yo / 
Non,Initial,Pause,Low,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,ya,10.11419408,14.59169765, / ya no le sirve
Non,Interior,Low,High,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,allí,8.442900587,12.18053081,estemos allí / 
Str,Initial,High,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039,si yo hago una llamada / 
Non,Initial,Low,Low,Pretonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,llamada,6.156978986,8.882643049,hago una llamada / 
Non,Initial,Low,Low,Pretonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,llamada,6.156978986,8.882643049,cuando vea la llamada perdida
Str,Initial,Mid,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039,sé yo que puedo
Str,Interior,Mid,Low,Postonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,ella,8.686260633,12.53162514,con él o con ella / 
Non,Initial,Mid,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039,es lo que yo creo
Non,Interior,High,Low,Postonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,sencilla,5.241747015,7.562242424,es una persona sencilla
Non,Initial,Pause,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039, / yo pienso que yo debo acercarme
Str,Initial,Mid,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039,que yo debo acercarme
Str,Initial,Mid,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039,que yo me sienta bien
Str,Initial,Mid,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039,donde yo esté / 
Str,Initial,Pause,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039, / yo soy licenciada
Non,Initial,Mid,Low,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,ya,10.11419408,14.59169765,porque ya están trabajando
Non,Initial,Pause,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039, / yo ya no quiero trabajar
Str,Initial,Mid,Low,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,ya,10.11419408,14.59169765,yo ya no quiero trabajar
Non,Initial,Pause,Low,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,ya,10.11419408,14.59169765, / ya estuvo / 
Str,Initial,Pause,Low,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,ya,10.11419408,14.59169765, / ya trabajé / 
Non,Initial,Pause,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,llevo,6.171700597,8.903881846, / llevo treinta y seis años / 
Str,Initial,High,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039,aquí yo pienso que
Str,Initial,Mid,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,llega,7.169350017,10.34318572,que llega cada quince días
Str,Initial,Mid,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039,que yo le pude
Non,Interior,Low,Mid,Postonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,calle,7.678326357,11.07748336,en la calle o reconozca
Str,Interior,Mid,Mid,Postonic,G4BMM2,Female,Middle,Bachelor,56-90,y,apoye,3.091042453,4.459431619,y apoye entonces estoy
Non,Interior,Low,High,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,allí,8.442900587,12.18053081,allí fue cuando 
Non,Interior,Mid,Low,Postonic,G4BMM2,Female,Middle,Bachelor,56-90,y,apoya,4.394449155,6.339850003,si de apoya a persona
Non,Interior,Mid,Low,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,apoyarlos,2.079441542,3,a apoyarlos como seres humanos
Str,Initial,Consonant,Low,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,ya,10.11419408,14.59169765,espero esta ya gozando
Str,Interior,High,Mid,Pretonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,bachillerato,5.866468057,8.463524373,no quise en bachillerato
Non,Initial,Mid,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039,cuando yo iba a entrar
Str,Interior,High,Mid,Pretonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,bachillerato,5.866468057,8.463524373,a primero bachillerato me
Str,Initial,Mid,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039,en magisterio yo no iba
Str,Initial,Pause,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039, / yo no quería porque yo no me
Non,Initial,Mid,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039,porque yo no me
Str,Initial,Consonant,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039,entonces yo elegí
Non,Interior,High,Mid,Pretonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,bachillerato,5.866468057,8.463524373,estudié bachillerato técnico
Non,Initial,Mid,Low,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,ya,10.11419408,14.59169765,como ya tenía el comercio
Str,Interior,Low,High,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,allí,8.442900587,12.18053081,y allí / 
Str,Initial,Pause,Low,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,ya,10.11419408,14.59169765, / ya dediqué entonces
Non,Initial,Mid,Low,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,ya,10.11419408,14.59169765,que ya tengo /
Str,Initial,Pause,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039, / yo quería
Str,Initial,Mid,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039,que yo quería hacer
Str,Interior,Low,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,mayor,8.11342664,11.70520038,mi hija mayor eligió
Non,Initial,Mid,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039,como que yo no me imagino ya / 
Str,Initial,Mid,Low,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,ya,10.11419408,14.59169765,no me imagino ya /
Non,Interior,Mid,Low,Postonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,ella,8.686260633,12.53162514,porque ella aunque
Str,Initial,Consonant,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039,entonces yo veo ahí
Non,Interior,Mid,Low,Postonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,ella,8.686260633,12.53162514,de pronto ella estudió
Str,Initial,Mid,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039,porque yo le dije
Non,Interior,Mid,Low,Postonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,ella,8.686260633,12.53162514,y ahora ella quiere
Non,Interior,Mid,Low,Postonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,ella,8.686260633,12.53162514,entonces ella dice que 
Non,Interior,Mid,Mid,Pretonic,G4BMM2,Female,Middle,Bachelor,56-90,y,proyección,4.770684624,6.882643049,se ve la proyección social
Non,Initial,Mid,Low,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,ya,10.11419408,14.59169765,que ya adquirí
Str,Initial,High,Low,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,ya,10.11419408,14.59169765,y ya cuando yo me mandé
Str,Initial,Mid,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039,cuando yo me mandé
Non,Initial,Low,Low,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,ya,10.11419408,14.59169765,sola ya no quise
Non,Interior,Mid,Low,Postonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,ella,8.686260633,12.53162514,ella en sueños 
Str,Initial,Pause,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039, / yo me estoy despertando
Str,Interior,Low,High,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,desayuno,4.532599493,6.539158811,hago mi desayuno
Non,Interior,Low,High,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,desayuno,4.532599493,6.539158811,desayuno cereal
Non,Interior,Low,High,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,allí,8.442900587,12.18053081,trabajando en clase allí / 
Non,Initial,Pause,Low,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,y,ya,10.11419408,14.59169765, / ya /
Str,Initial,Pause,Mid,Tonic,G4BMM2,Female,Middle,Bachelor,56-90,ll,llego,5.420534999,7.820178962, / llego a la oficina
